dir,workDir,nrg,nConv,irredKpts,aV,bV,cV,alpha,beta,gamma,vol,bgVBM,bgCBM,bgIND,ind,inte
/gpfs/scratch/vkb5066/saTest/all_test/0,0,-79.97872822,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.549743,0.549743,0.549743,0,-23.74521073
/gpfs/scratch/vkb5066/saTest/all_test/1,1,-79.96795402,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.71336,0.71336,0.71336,1,-23.38122605
/gpfs/scratch/vkb5066/saTest/all_test/2,2,-77.81069388,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.549152,0.549152,0.549152,2,-23.7835249
/gpfs/scratch/vkb5066/saTest/all_test/3,3,-75.00679705,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.134955,0.134955,0.134955,3,-22.51915709
/gpfs/scratch/vkb5066/saTest/all_test/4,4,-77.08488086,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.341251,0.341251,0.341251,4,-23.8697318
/gpfs/scratch/vkb5066/saTest/all_test/5,5,-75.80822103,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.221612,0.221612,0.221612,5,-23.05555556
/gpfs/scratch/vkb5066/saTest/all_test/6,6,-76.68961361,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.223891,0.223891,0.223891,6,-23.05555556
/gpfs/scratch/vkb5066/saTest/all_test/7,7,-75.64508423,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.328034,0.328034,0.328034,7,-22.52873563
/gpfs/scratch/vkb5066/saTest/all_test/8,8,-74.1101104,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.274722,0.274722,0.274722,8,-19.82758621
/gpfs/scratch/vkb5066/saTest/all_test/9,9,-76.65674856,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.402011,0.402011,0.402011,9,-22.49042146
/gpfs/scratch/vkb5066/saTest/all_test/10,10,-77.48884268,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.418779,0.418779,0.418779,10,-23.8697318
/gpfs/scratch/vkb5066/saTest/all_test/11,11,-78.73340736,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.584206,0.584206,0.584206,11,-23.44827586
/gpfs/scratch/vkb5066/saTest/all_test/12,12,-78.96081434,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.721494,0.721494,0.721494,12,-23.80268199
/gpfs/scratch/vkb5066/saTest/all_test/13,13,-76.11378055,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.306668,0.306668,0.306668,13,-23.19923372
/gpfs/scratch/vkb5066/saTest/all_test/14,14,-74.96859059,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.147648,0.147648,0.147648,14,-21.13984674
/gpfs/scratch/vkb5066/saTest/all_test/15,15,-78.64125295,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.549402,0.549402,0.549402,15,-22.56704981
/gpfs/scratch/vkb5066/saTest/all_test/16,16,-78.36297543,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.644188,0.644188,0.644188,16,-21.95402299
/gpfs/scratch/vkb5066/saTest/all_test/17,17,-75.70787773,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.529959,0.529959,0.529959,17,-21.48467433
/gpfs/scratch/vkb5066/saTest/all_test/18,18,-75.48877567,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.359779,0.359779,0.359779,18,-19.46360153
/gpfs/scratch/vkb5066/saTest/all_test/19,19,-75.53776835,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.395129,0.395129,0.395129,19,-19.49233716
/gpfs/scratch/vkb5066/saTest/all_test/20,20,-75.24000824,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.387569,0.387569,0.387569,20,-19.81800766
/gpfs/scratch/vkb5066/saTest/all_test/21,21,-75.61132039,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.454263,0.454263,0.454263,21,-19.44444444
/gpfs/scratch/vkb5066/saTest/all_test/22,22,-75.79552291,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.639086,0.639086,0.639086,22,-19.44444444
/gpfs/scratch/vkb5066/saTest/all_test/23,23,-74.51907719,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.292967,0.292967,0.292967,23,-18.49616858
/gpfs/scratch/vkb5066/saTest/all_test/24,24,-76.78630352,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.149209,0.149209,0.149209,24,-22.23180077
/gpfs/scratch/vkb5066/saTest/all_test/25,25,-79.31557951,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.390252,0.390252,0.390252,25,-22.23180077
/gpfs/scratch/vkb5066/saTest/all_test/26,26,-79.27330454,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.551867,0.551867,0.551867,26,-22.63409962
/gpfs/scratch/vkb5066/saTest/all_test/27,27,-77.52931454,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.501056,0.501056,0.501056,27,-21.19731801
/gpfs/scratch/vkb5066/saTest/all_test/28,28,-78.69844235,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.511514,0.511514,0.511514,28,-21.19731801
/gpfs/scratch/vkb5066/saTest/all_test/29,29,-78.25913746,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.276574,0.276574,0.276574,29,-21.16858238
/gpfs/scratch/vkb5066/saTest/all_test/30,30,-76.78480862,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.433327,0.433327,0.433327,30,-21.0440613
/gpfs/scratch/vkb5066/saTest/all_test/31,31,-76.66556677,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.204474,0.204474,0.204474,31,-21.0440613
/gpfs/scratch/vkb5066/saTest/all_test/32,32,-75.56511113,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.314885,0.314885,0.314885,32,-21.0440613
/gpfs/scratch/vkb5066/saTest/all_test/33,33,-77.07711833,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.268932,0.268932,0.268932,33,-22.43295019
/gpfs/scratch/vkb5066/saTest/all_test/34,34,-78.0391761,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.401968,0.401968,0.401968,34,-23.81226054
/gpfs/scratch/vkb5066/saTest/all_test/35,35,-76.96474012,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.428083,0.428083,0.428083,35,-23.40038314
/gpfs/scratch/vkb5066/saTest/all_test/36,36,-77.68930266,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.155229,0.155229,0.155229,36,-23.40038314
/gpfs/scratch/vkb5066/saTest/all_test/37,37,-77.79384295,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.200019,0.200019,0.200019,37,-23.87931034
/gpfs/scratch/vkb5066/saTest/all_test/38,38,-76.87542232,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.199221,0.199221,0.199221,38,-23.20881226
/gpfs/scratch/vkb5066/saTest/all_test/39,39,-78.10489983,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.392559,0.392559,0.392559,39,-23.20881226
/gpfs/scratch/vkb5066/saTest/all_test/40,40,-78.34650514,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.591803,0.591803,0.591803,40,-22.48084291
/gpfs/scratch/vkb5066/saTest/all_test/41,41,-79.81986087,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.343279,0.343279,0.343279,41,-23.7164751
/gpfs/scratch/vkb5066/saTest/all_test/42,42,-79.56151602,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.520538,0.520538,0.520538,42,-23.63984674
/gpfs/scratch/vkb5066/saTest/all_test/43,43,-78.51492455,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.796965,0.796965,0.796965,43,-22.21264368
/gpfs/scratch/vkb5066/saTest/all_test/44,44,-76.58979791,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.524003,0.524003,0.524003,44,-21.27394636
/gpfs/scratch/vkb5066/saTest/all_test/45,45,-77.44198356,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.458602,0.458602,0.458602,45,-22.39463602
/gpfs/scratch/vkb5066/saTest/all_test/46,46,-77.47116124,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.392818,0.392818,0.392818,46,-20.48850575
/gpfs/scratch/vkb5066/saTest/all_test/47,47,-76.91141273,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.441738,0.441738,0.441738,47,-21.46551724
/gpfs/scratch/vkb5066/saTest/all_test/48,48,-75.84557042,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.261616,0.261616,0.261616,48,-19.88505747
/gpfs/scratch/vkb5066/saTest/all_test/49,49,-75.52979509,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.288689,0.288689,0.288689,49,-21.18773946
/gpfs/scratch/vkb5066/saTest/all_test/50,50,-70.4123797,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.177063,0.177063,0.177063,50,-18.59195402
/gpfs/scratch/vkb5066/saTest/all_test/51,51,-73.01019061,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.16674,0.16674,0.16674,51,-19.59770115
/gpfs/scratch/vkb5066/saTest/all_test/52,52,-74.6802797,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.22469,0.22469,0.22469,52,-19.99042146
/gpfs/scratch/vkb5066/saTest/all_test/53,53,-77.05318217,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.472287,0.472287,0.472287,53,-21.54214559
/gpfs/scratch/vkb5066/saTest/all_test/54,54,-76.63795298,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.390646,0.390646,0.390646,54,-21.61877395
/gpfs/scratch/vkb5066/saTest/all_test/55,55,-76.07497993,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.470628,0.470628,0.470628,55,-21.61877395
/gpfs/scratch/vkb5066/saTest/all_test/56,56,-77.08602405,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.415611,0.415611,0.415611,56,-22.67241379
/gpfs/scratch/vkb5066/saTest/all_test/57,57,-79.40125784,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.833106,0.833106,0.833106,57,-23.14176245
/gpfs/scratch/vkb5066/saTest/all_test/58,58,-78.73668768,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.679771,0.679771,0.679771,58,-23.17049808
/gpfs/scratch/vkb5066/saTest/all_test/59,59,-78.84589554,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.803627,0.803627,0.803627,59,-22.98850575
/gpfs/scratch/vkb5066/saTest/all_test/60,60,-78.45943294,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.731488,0.731488,0.731488,60,-22.48084291
/gpfs/scratch/vkb5066/saTest/all_test/61,61,-78.32438116,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.489385,0.489385,0.489385,61,-23.88888889
/gpfs/scratch/vkb5066/saTest/all_test/62,62,-76.44061163,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.296587,0.296587,0.296587,62,-23.88888889
/gpfs/scratch/vkb5066/saTest/all_test/63,63,-76.29378476,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.27591,0.27591,0.27591,63,-23.79310345
/gpfs/scratch/vkb5066/saTest/all_test/64,64,-77.07364103,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.262358,0.262358,0.262358,64,-23.86015326
/gpfs/scratch/vkb5066/saTest/all_test/65,65,-77.55721305,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.168998,0.168998,0.168998,65,-23.86015326
/gpfs/scratch/vkb5066/saTest/all_test/66,66,-78.12496627,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.222365,0.222365,0.222365,66,-23.37164751
/gpfs/scratch/vkb5066/saTest/all_test/67,67,-79.17777042,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.759773,0.759773,0.759773,67,-23.37164751
/gpfs/scratch/vkb5066/saTest/all_test/68,68,-76.69631106,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.670135,0.670135,0.670135,68,-23.07471264
/gpfs/scratch/vkb5066/saTest/all_test/69,69,-76.41277662,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.264897,0.264897,0.264897,69,-23.07471264
/gpfs/scratch/vkb5066/saTest/all_test/70,70,-74.97990703,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.204376,0.204376,0.204376,70,-21.00574713
/gpfs/scratch/vkb5066/saTest/all_test/71,71,-76.36602033,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.303755,0.303755,0.303755,71,-21.00574713
/gpfs/scratch/vkb5066/saTest/all_test/72,72,-76.56695597,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.184126,0.184126,0.184126,72,-21.00574713
/gpfs/scratch/vkb5066/saTest/all_test/73,73,-76.1708701,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.191026,0.191026,0.191026,73,-19.77969349
/gpfs/scratch/vkb5066/saTest/all_test/74,74,-77.41029257,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.204266,0.204266,0.204266,74,-21.07279693
/gpfs/scratch/vkb5066/saTest/all_test/75,75,-77.67501886,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.486747,0.486747,0.486747,75,-20.34482759
/gpfs/scratch/vkb5066/saTest/all_test/76,76,-77.55733546,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.367048,0.367048,0.367048,76,-21.09195402
/gpfs/scratch/vkb5066/saTest/all_test/77,77,-78.44963508,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.657331,0.657331,0.657331,77,-21.09195402
/gpfs/scratch/vkb5066/saTest/all_test/78,78,-77.50471606,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.494628,0.494628,0.494628,78,-21.09195402
/gpfs/scratch/vkb5066/saTest/all_test/79,79,-78.09403614,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.434509,0.434509,0.434509,79,-21.14942529
/gpfs/scratch/vkb5066/saTest/all_test/80,80,-78.04023961,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.459105,0.459105,0.459105,80,-21.14942529
/gpfs/scratch/vkb5066/saTest/all_test/81,81,-79.4413458,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.386603,0.386603,0.386603,81,-22.5
/gpfs/scratch/vkb5066/saTest/all_test/82,82,-79.56696974,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.350874,0.350874,0.350874,82,-23.26628352
/gpfs/scratch/vkb5066/saTest/all_test/83,83,-79.22552745,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.51417,0.51417,0.51417,83,-23.75478927
/gpfs/scratch/vkb5066/saTest/all_test/84,84,-79.87580775,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.618769,0.618769,0.618769,84,-23.77394636
/gpfs/scratch/vkb5066/saTest/all_test/85,85,-79.88515912,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.77559,0.77559,0.77559,85,-22.51915709
/gpfs/scratch/vkb5066/saTest/all_test/86,86,-80.01351235,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.804949,0.804949,0.804949,86,-22.51915709
/gpfs/scratch/vkb5066/saTest/all_test/87,87,-80.03575332,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.625656,0.625656,0.625656,87,-23.16091954
/gpfs/scratch/vkb5066/saTest/all_test/88,88,-78.00418808,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.508771,0.508771,0.508771,88,-22.39463602
/gpfs/scratch/vkb5066/saTest/all_test/89,89,-81.23552263,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.510597,0.510597,0.510597,89,-23.22796935
/gpfs/scratch/vkb5066/saTest/all_test/90,90,-78.70321656,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.85324,0.85324,0.85324,90,-23.73563218
/gpfs/scratch/vkb5066/saTest/all_test/91,91,-78.52628939,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.23825,0.23825,0.23825,91,-22.50957854
/gpfs/scratch/vkb5066/saTest/all_test/92,92,-79.14465456,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.737483,0.737483,0.737483,92,-22.50957854
/gpfs/scratch/vkb5066/saTest/all_test/93,93,-79.07546586,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.857319,0.857319,0.857319,93,-22.45210728
/gpfs/scratch/vkb5066/saTest/all_test/94,94,-76.75015634,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.275965,0.275965,0.275965,94,-22.39463602
/gpfs/scratch/vkb5066/saTest/all_test/95,95,-77.21468754,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.428213,0.428213,0.428213,95,-23.40996169
/gpfs/scratch/vkb5066/saTest/all_test/96,96,-77.78646724,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.415262,0.415262,0.415262,96,-22.49042146
/gpfs/scratch/vkb5066/saTest/all_test/97,97,-78.41752851,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.486255,0.486255,0.486255,97,-23.70689655
/gpfs/scratch/vkb5066/saTest/all_test/98,98,-78.85986708,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.50795,0.50795,0.50795,98,-23.77394636
/gpfs/scratch/vkb5066/saTest/all_test/99,99,-79.41513779,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.760455,0.760455,0.760455,99,-23.77394636
/gpfs/scratch/vkb5066/saTest/all_test/100,100,-77.40440528,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.37486,0.37486,0.37486,100,-23.25670498
/gpfs/scratch/vkb5066/saTest/all_test/101,101,-76.26953921,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.477613,0.477613,0.477613,101,-22.43295019
/gpfs/scratch/vkb5066/saTest/all_test/102,102,-79.49928752,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.755902,0.755902,0.755902,102,-23.77394636
/gpfs/scratch/vkb5066/saTest/all_test/103,103,-79.56305661,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.59184,0.59184,0.59184,103,-23.77394636
/gpfs/scratch/vkb5066/saTest/all_test/104,104,-78.29830018,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.391037,0.391037,0.391037,104,-23.77394636
/gpfs/scratch/vkb5066/saTest/all_test/105,105,-79.15465461,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.389183,0.389183,0.389183,105,-23.35249042
/gpfs/scratch/vkb5066/saTest/all_test/106,106,-78.45630233,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.496615,0.496615,0.496615,106,-23.34291188
/gpfs/scratch/vkb5066/saTest/all_test/107,107,-79.13966872,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.382999,0.382999,0.382999,107,-23.85057471
/gpfs/scratch/vkb5066/saTest/all_test/108,108,-79.47586195,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.535582,0.535582,0.535582,108,-23.35249042
/gpfs/scratch/vkb5066/saTest/all_test/109,109,-80.83500598,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.642117,0.642117,0.642117,109,-23.43869732
/gpfs/scratch/vkb5066/saTest/all_test/110,110,-81.27238627,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.308764,0.308764,0.308764,110,-23.5440613
/gpfs/scratch/vkb5066/saTest/all_test/111,111,-80.23667721,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.673461,0.673461,0.673461,111,-23.5440613
/gpfs/scratch/vkb5066/saTest/all_test/112,112,-79.41545457,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.523188,0.523188,0.523188,112,-23.5440613
/gpfs/scratch/vkb5066/saTest/all_test/113,113,-77.28029105,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.265297,0.265297,0.265297,113,-23.5440613
/gpfs/scratch/vkb5066/saTest/all_test/114,114,-77.17156377,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.424779,0.424779,0.424779,114,-23.44827586
/gpfs/scratch/vkb5066/saTest/all_test/115,115,-78.267165,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.524998,0.524998,0.524998,115,-23.45785441
/gpfs/scratch/vkb5066/saTest/all_test/116,116,-78.8924945,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.537684,0.537684,0.537684,116,-23.48659004
/gpfs/scratch/vkb5066/saTest/all_test/117,117,-78.61087795,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.567397,0.567397,0.567397,117,-23.49616858
/gpfs/scratch/vkb5066/saTest/all_test/118,118,-78.72397998,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.238454,0.238454,0.238454,118,-23.49616858
/gpfs/scratch/vkb5066/saTest/all_test/119,119,-77.92268732,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.295447,0.295447,0.295447,119,-23.46743295
/gpfs/scratch/vkb5066/saTest/all_test/120,120,-78.99760069,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.654024,0.654024,0.654024,120,-23.84099617
/gpfs/scratch/vkb5066/saTest/all_test/121,121,-75.27330801,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.153529,0.153529,0.153529,121,-23.40038314
/gpfs/scratch/vkb5066/saTest/all_test/122,122,-78.37903135,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.534922,0.534922,0.534922,122,-23.40038314
/gpfs/scratch/vkb5066/saTest/all_test/123,123,-79.14973951,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.599126,0.599126,0.599126,123,-23.86015326
/gpfs/scratch/vkb5066/saTest/all_test/124,124,-78.52066543,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.551563,0.551563,0.551563,124,-23.43869732
/gpfs/scratch/vkb5066/saTest/all_test/125,125,-77.68007716,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.440071,0.440071,0.440071,125,-23.41954023
/gpfs/scratch/vkb5066/saTest/all_test/126,126,-78.39407272,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.384578,0.384578,0.384578,126,-23.88888889
/gpfs/scratch/vkb5066/saTest/all_test/127,127,-77.95734316,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.370035,0.370035,0.370035,127,-23.59195402
/gpfs/scratch/vkb5066/saTest/all_test/128,128,-79.03943361,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.329822,0.329822,0.329822,128,-23.91762452
/gpfs/scratch/vkb5066/saTest/all_test/129,129,-72.79992478,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.210818,0.210818,0.210818,129,-21.19731801
/gpfs/scratch/vkb5066/saTest/all_test/130,130,-76.25294527,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.359206,0.359206,0.359206,130,-22.48084291
/gpfs/scratch/vkb5066/saTest/all_test/131,131,-74.85849955,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.25493,0.25493,0.25493,131,-22.3467433
/gpfs/scratch/vkb5066/saTest/all_test/132,132,-76.20143053,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.388362,0.388362,0.388362,132,-22.45210728
/gpfs/scratch/vkb5066/saTest/all_test/133,133,-76.58022646,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.47723,0.47723,0.47723,133,-23.0651341
/gpfs/scratch/vkb5066/saTest/all_test/134,134,-75.8010862,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.203733,0.203733,0.203733,134,-22.5
/gpfs/scratch/vkb5066/saTest/all_test/135,135,-76.53592026,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.225345,0.225345,0.225345,135,-23.16091954
/gpfs/scratch/vkb5066/saTest/all_test/136,136,-75.13097553,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.144726,0.144726,0.144726,136,-21.08237548
/gpfs/scratch/vkb5066/saTest/all_test/137,137,-76.32261125,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.245543,0.245543,0.245543,137,-22.49042146
/gpfs/scratch/vkb5066/saTest/all_test/138,138,-77.78079781,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.333096,0.333096,0.333096,138,-23.96551724
/gpfs/scratch/vkb5066/saTest/all_test/139,139,-80.09599773,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.639359,0.639359,0.639359,139,-23.96551724
/gpfs/scratch/vkb5066/saTest/all_test/140,140,-80.05354451,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.671896,0.671896,0.671896,140,-23.96551724
/gpfs/scratch/vkb5066/saTest/all_test/141,141,-78.57095156,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.574424,0.574424,0.574424,141,-23.18007663
/gpfs/scratch/vkb5066/saTest/all_test/142,142,-76.63417394,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.574984,0.574984,0.574984,142,-22.39463602
/gpfs/scratch/vkb5066/saTest/all_test/143,143,-76.36631831,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.227046,0.227046,0.227046,143,-22.39463602
/gpfs/scratch/vkb5066/saTest/all_test/144,144,-76.75364773,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.471932,0.471932,0.471932,144,-22.48084291
/gpfs/scratch/vkb5066/saTest/all_test/145,145,-75.93828569,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.23659,0.23659,0.23659,145,-22.48084291
/gpfs/scratch/vkb5066/saTest/all_test/146,146,-75.80989206,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.217394,0.217394,0.217394,146,-22.48084291
/gpfs/scratch/vkb5066/saTest/all_test/147,147,-76.82062293,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.425065,0.425065,0.425065,147,-23.24712644
/gpfs/scratch/vkb5066/saTest/all_test/148,148,-77.14989202,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.788297,0.788297,0.788297,148,-23.151341
/gpfs/scratch/vkb5066/saTest/all_test/149,149,-77.60061827,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.596468,0.596468,0.596468,149,-23.18965517
/gpfs/scratch/vkb5066/saTest/all_test/150,150,-76.78930039,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.238869,0.238869,0.238869,150,-22.37547893
/gpfs/scratch/vkb5066/saTest/all_test/151,151,-77.36070592,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.230426,0.230426,0.230426,151,-23.34291188
/gpfs/scratch/vkb5066/saTest/all_test/152,152,-78.04522402,1,1,8.7,8.7,20.82,90,90,60.00005068,1364.739816,0.389255,0.389255,0.389255,152,-23.43869732
